Not_Found_Term,Found_Term,Similarity,Count
morbus takayashu,morbus takayasu,0.976357638835907,2
peesschedefibroom,myxofibroom,0.9272457361221312,2
akute stuwing,veneuze stuwing,0.9309571385383606,2
mitraal insufficientie,renale insufficientie,0.9668066501617432,2
lymfocele,lymfocyt,0.9727053642272948,2
pneumoconiosis,pneumoconiose,0.9668462872505188,2
schildwachterklierprocedure,dysplastisch schildklierweefsel,0.9725911617279052,2
1-maal,maal,0.8720563054084778,2
pleuraplaque,melanoblastoom,0.952246367931366,2
samengestelde nevus,samengestelde naevus,0.9670421481132508,2
hemopericardium,endocardium,0.9670668840408324,2
reuscel arteriitis,arteriitis acuta,0.9723502397537231,2
sinus sphenoidalis,ductus galactophorus,0.9722496867179872,2
multi systeematrofie,metastase fibrosarcoom,0.931086242198944,2
niet-kleincelligcarcinoom,heldercellig niercelcarcinoom,0.9719112515449524,2
lymph klier,chronisch ulcus,0.9311074018478394,2
5keer,endm,0.8696304559707642,2
silicosis,culicosis,0.9721440672874452,2
veno-occlusive disease,hydatide disease,0.9370484352111816,2
ip reactie positief,i p reactie positief,0.950088381767273,2
sentinelnode,duodenum,0.9368302226066588,2
acute haemorrhagische pancreatitis,acute hemorragische cholecystitis,0.9676307439804076,2
kleincelligcarcinoom,kleincellig osteosarcoom,0.9676311016082764,2
vpad,mlpa,0.9314600825309752,2
lymfeadenopathie,nefrotubulopathie,0.967682957649231,2
nephrosclerose,osteosclerose,0.9667991399765016,2
hyperemie,hypercalcaemie,0.9523208141326904,2
ventrikelseptum defect,ventrikelseptum,0.9523351788520812,2
myelomeningocele,myelomonoblast,0.963905930519104,2
sphenoid,sigmoid,0.9497745633125304,2
nasolabiaal plooi,nasolabiaalplooi,0.9735769629478456,2
schrompelnieren,schrompelnier,0.9734576344490052,2
basaalcelhyperplasie,epitheelhyperplasie,0.973448634147644,2
coma hepaticum,lipomatose,0.929594337940216,2
vbp,pap iiib,0.9296302795410156,2
long emphyseem,longsegment,0.9300242066383362,2
reticulaire erythemateuze mucinosis,folliculaire mucinose,0.9733870029449464,2
contact dermatitis,contactdermatitis,0.9664796590805054,2
arterie carotis interna,arteria carotis interna,0.973204791545868,2
embryonaalcarcinoom,embryonaalcelcarcinoom,0.9910188913345336,2
melanose,lipidose,0.9665579199790956,2
clear cell adenocarcinoom,acinic cell adenocarcinoma,0.9497997760772704,2
dwarslesie,dwarslaesie,0.9382930994033812,2
arteria coronaria dextra,arteria vertebralis,0.9665695428848268,2
intrauterien,intra uterien,0.930532693862915,2
revisieextern concordant,revisie concordant,0.9382265210151672,2
heldercellig niercel carcinoom,heldercellig niercelcarcinoom,0.9910549521446228,2
ductuscarcinoma infiltrerend,ductuscarcinoom infiltrerend,0.9912953972816468,2
lichen sclerosus et atroficans,lichen sclerosus et atrophicans,0.9729251861572266,2
basaalceladenoom,basaalcellenpapilloom,0.9667015075683594,2
metastase infiltrerend ductus carcinoom,metastase infiltrerend ductuscarcinoom,0.992222011089325,2
corpus luteumcyste,corpus luteum cyste,0.9679263234138488,2
steatonecrose,coronairsclerose,0.952892243862152,2
pseudo cyste,pseudocyste,0.9695687294006348,2
#NAAM?,nataal,0.8450430035591125,2
arterie basilaris,arteria basilaris,0.9690065383911132,2
nodaal marginale zone b-cellymfoom,nodaal marginale zone b cel lymfoom,0.9691457748413086,2
ziekte van huntington,syndroom van zellweger,0.9332584738731384,2
onderhuidsweefsel,onderhuids bindweefsel,0.9693519473075868,2
dood oorzaak,droog gangreen,0.9350611567497252,2
alcohol hepatitis,alcoholische hepatitis,0.9511290192604064,2
haemangiopericytoma,haemopericardium,0.969461977481842,2
geen rest tumor,geen tumor,0.9333721399307252,2
paraganglioma,paraganglioom,0.9695567488670348,2
lithiase,galstase,0.9506545066833496,2
lymphklier oksel,lymfklier oksel,0.9679269194602966,2
malakoplakie,buikaorta,0.9336307048797609,2
maligne lymfoom lymfoblastair t,t lymfoblastair lymfoom,0.9696328639984132,2
adenocarcinoom metastase,metastase adenocarcinoom,0.9951213002204896,2
atypisch fibroxantoom,atypisch fibroxanthoom,0.9703500270843506,2
dna positief,rna test positief,0.9338261485099792,2
acute promyelocyten leukemie,acute promyelocytenleukemie,0.9698016047477722,2
herniadiafragmatica,hernia diafragmatica,0.950946569442749,2
cryoglobulinemie,cryofibrinogeenaemie,0.934358537197113,2
hartklep insufficientie,hartpunt,0.934685230255127,2
endosalpingiosis,endosalpingiose,0.9699628353118896,2
progressieve multifocale leucoencephalopathie,progressieve multifocale leukencefalopathie,0.968961238861084,2
neurofibromatosis,gliomatosis cerebri,0.9513301849365234,2
reaktieve verandering,regressieve verandering,0.9688338041305542,2
varicocele,varicokele,0.9513701796531676,2
atriumseptum defect,endometriosis internal,0.9315550327301024,2
igg 4 gerelateerde ziekte,igg4 gerelateerde ziekte,0.9924343824386596,2
gastro intestinale stroma tumor,gastrointestinale stroma tumor,0.9925953149795532,2
status astmaticus,astma,0.8603072166442871,2
progressieve multifocale leukoencephalopathie,progressieve multifocale leukoencefalopathie,0.9929208159446716,2
refractaire anaemie,refractaire anemie,0.9716075658798218,2
kaposi sarcoma,kaposi s sarcoma,0.9684288501739502,2
anca,adca,0.9517354369163512,2
m huntington,huntington,0.9359980821609496,2
asc-us,adc i s,0.8573705554008484,2
acinair celcarcinoom,acinair adenocarcinoom,0.9685198664665222,2
leverfalen,spiermarker,0.9322896599769592,2
olfactorius neuroblastoom,olfactorius neuroblastoma,0.9930607080459596,2
links verschuiving,linksverschuiving,0.951523780822754,2
zwangerschapsprodukt,zwangerschapsrest,0.9685580730438232,2
hemosiderosis,tubulonecrosis,0.9713420271873474,2
aktieve ontsteking,erosieve ontsteking,0.9711328744888306,2
papillair urotheelcelcarcinoma graad 2,papillair urotheelcelcarcinoom graad 2,0.9934399724006652,2
seborrhoische dermatitis,eczemateuze dermatitis,0.9687628746032716,2
arterie femoralis,arteria femoralis,0.9710798263549804,2
acute leucaemie,acute pyelitis,0.9355720281600952,2
decompensatiocordis,metatypisch carcinoom,0.9295697212219238,2
haemolytische streptococ alfa,beta hemolytische streptococcen,0.9524238109588624,2
lipoid pneumonie,diffuse bronchopneumonie,0.9660800099372864,2
extra hepatische galgang,extrahepatische galgang,0.9741662740707396,2
granulair celtumor,maligne sertoliceltumor,0.9640905857086182,2
acinair cel carcinoom,alveolair carcinoom,0.9656368494033812,2
infiltrerend lobulaircarcinoom,infiltrerend lobulair carcinoom,0.989723265171051,2
long hilus,hilus long,0.9646970629692078,2
ventrikel,schedel,0.9537591934204102,2
fibro-epithelioma,adenosquameus carcinoom,0.95351380109787,2
maligne lymfoom b-cel type,ml lymfoblastair t cel type,0.9530760049819946,2
tumor embolie,tumor embolus,0.9742408394813538,2
retroplacentair haematoom,anovulatoir veranderd endometrium,0.9641847014427184,2
basaalcelcarcinoma solide type,basaalcelcarcinoom solide type,0.9905115962028505,2
alfa1 antitrypsine deficientie,alfa 1 antitrypsine deficientie,0.9904963970184326,2
reuscel granuloom,reuscel fibroom,0.9747649431228638,2
infiltrerend ductus carcinoma,ductuscarcinoom infiltrerend,0.975757360458374,2
c3,c 3,0.9397562146186828,2
conus excisie,excisie,0.927698016166687,2
parvo virus,parvovirus,0.9290003180503844,2
rheumaknobbel,reumaknobbel,0.975666046142578,2
antrum maagslijmvlies,cardia maagslijmvlies,0.9751918315887452,2
basaal celcarcinoom,nodulair basaalcelcarcinoom,0.9651743173599244,2
ipmn,ikc,0.928420066833496,2
basalcelcarcinoom,lipoidcarcinoom,0.964275360107422,2
cardiale cirrhose,bronchiale endo echografie,0.9650773406028748,2
doorgroei van tumor,doorgroei tumor,0.9534257054328918,2
actinomycosis,hemoperitoneum,0.9533403515815736,2
a.carotis,subcutis oor,0.8847815990447998,2
metastase embryonaalcel carcinoom,metastase embryonaalcelcarcinoom,0.9905312657356262,2
progesteron receptor bepaling positief,progesteron receptorbepaling positief,0.9643208980560304,2
voedselaspiratie,vruchtwateraspiratie,0.9737470149993896,2
ganglioglioma,ganglioglioom,0.9639205932617188,2
klonaliteitsbepaling,plasmocellulaire ontsteking,0.973723530769348,2
ip negatief,hpv negatief,0.9392215609550476,2
medicatieeffect,appendicitisrest,0.9278553128242492,2
intima fibrose,intimafibrose,0.9405008554458618,2
kerato-acanthoma,kerato acanthoom,0.966057062149048,2
maligne melanoom in situ,maligne melanoma in situ,0.9737573862075806,2
klatskintumor,grawitztumor,0.9639201164245604,2
autoimmuunziekte,autoimmuun ziekte,0.9657551646232604,2
cardio myopathie,portio epitheel,0.9493451714515686,2
melanoom metastase,metastase melanoom,0.9900528788566588,2
cholecystolithiase,erytroblastose,0.973779797554016,2
cystadenoma,melanoderma,0.953904390335083,2
anus slijmvlies,slijmvlies anus,0.9738405346870422,2
metastase lobulair carcinoma infiltrerend,metastase lobulair carcinoom infiltrerend,0.9899569749832152,2
progesteronreceptor bepaling positief,goed gedifferentieerd overgangsepitheelcarcinoom,0.9646854996681212,2
geen aanwijzingen voor maligniteit,geen aanwijzing voor maligniteit,0.9905898571014404,2
ards,agd,0.9410419464111328,2
hormonaal effekt,prolactine hormoon,0.9505868554115297,1
vp.b.,m inv c,0.8501248359680176,1
mega-ureter,ureter,0.8884553909301758,1
metanephrisch adenoom,symplastisch leiomyoom,0.9493468403816224,1
thorax wand,thorax,0.9015783071517944,1
antistolling,graviditeit,0.8899375200271606,1
cryptokokken,waterpokken,0.8842928409576416,1
24maal,extraduraal,0.8891775012016296,1
linker hemisfeer,hemisfeer,0.9487148523330688,1
immuun cytochemie,immuuncytochemie,0.9486212730407716,1
fibreuze papel van de neus,fimbriae van de tuba,0.9471735954284668,1
adenomyosis.,adenoiditis,0.9471231698989868,1
adenofibroma,karyorrhexis,0.9505701065063475,1
pleomorf adenoma,adenosarcoom,0.949328064918518,1
m.pick,pick,0.8561973571777344,1
multipele organ failure,multipele fracturen,0.8896802663803101,1
stem band,stemband,0.8541990518569946,1
kin-2,cin 2,0.9017353653907776,1
a. carotis,subcutis oor,0.8847815990447998,1
chronische venostase,chronische atrofische gastritis,0.8884106874465942,1
pancraeas,parodontium,0.8873515129089355,1
chronische rejektie,psychische stoornis,0.950683891773224,1
arterio sclerosis,synovitis acuta,0.9491806030273438,1
chondroid syringoma,ganglioneuromatose,0.94913911819458,1
mediane hals cyste,mediane halscyste,0.9507115483283995,1
m. grover,morbus grover,0.8240809440612793,1
intrauterine vrucht dood,vroeg neonatale sterfte,0.9490529894828796,1
ziekte van creutzfeldt jakob,eindfalanx van de wijsvinger,0.9507187008857728,1
by-pass',endm at e,0.8331440687179565,1
cheilognatho palatoschisis,gestoorde hematopoese,0.946807861328125,1
vet necrose,bot necrose,0.95078307390213,1
hart(dilatatie,dilatatie,0.9063950777053832,1
infiltraat,acuut infarct,0.9508159160614014,1
hydradenoma,keratodermia,0.946807861328125,1
vinger4,vinger 4,0.9467806220054626,1
peritoneaal holte,benigne teratoom,0.9468565583229064,1
urine de blaas,cyt blaas,0.9051271080970764,1
h.p.v. hoogrisico subtype,h p v laag risico subtype,0.8444351553916931,1
steatose hepatis,leucostase,0.9039875268936156,1
e. coli,melanosis coli,0.8385424613952637,1
galgang atresie,thoracale wervel,0.9489586353302002,1
thrombosis,mucostasis,0.9470297694206238,1
multipel organ failure,multiple organ failure,0.903575837612152,1
tcellymfoom,cystadenolymfoom,0.9506241083145142,1
borderlinetumor,borderline maligniteit,0.9470004439353944,1
bijnier beiderzijds,beiderzijds,0.9489644765853882,1
haemangio-endothelioom,mesoblasten nefroom,0.948988676071167,1
stafylokokken,chorionvlokken,0.9048148989677428,1
9keer,frontaal,0.8858205676078796,1
sikkel cel,dubreuilh,0.9469671845436096,1
5maal,metatarsale 5,0.8883606195449829,1
haemangiofibroma,lymfangiosarcoom,0.9506399631500244,1
shock lever,lever,0.886403501033783,1
exantheem,epoophoron,0.9493471384048462,1
shock-nier,reactief beeld,0.8673682808876038,1
lastige diagnose code!??,status na injectie,0.8593859672546387,1
b-cellymfoom.,ml lymfocytair b,0.9007149338722229,1
bijbevinding,verwijding,0.9499129056930542,1
a. femoralis,hernia femoralis,0.874464213848114,1
atrioventriculaire bundel linker tak,atrioventriculair klep,0.9499433636665344,1
farynx ,falanx,0.949498414993286,1
diaphragma,neurolemma,0.9480145573616028,1
micro-abces ,apicaal abces,0.895517110824585,1
krab effect,thymoom type b2,0.8731551766395569,1
meningokok,melkgang,0.9483752846717834,1
overgangs epitheelcarcinoom,overgangsepitheelcarcinoom,0.9484347701072692,1
sle.,sqm,0.8954450488090515,1
bulleus emphyseem,emfyseem bulleus,0.9479222893714904,1
hoefijzer nier,niet gebruiken,0.9479066133499146,1
26maal,anencefaal,0.8789183497428894,1
trombus.,morbus behcet,0.8953785300254822,1
sepsis lever,lever steatose,0.8794620633125305,1
iuvd,kuf,0.8787404298782349,1
spindle cell lipoom,spindle cell nevus,0.8957701921463013,1
galactocele,cristabiopt,0.9483435750007628,1
syndroom',syndese,0.9495558738708496,1
leydigcel tumor,goedaardige tumor,0.949636459350586,1
ga.,gal,0.8767216801643372,1
corbovinum,botfractuur,0.9496808052062988,1
multipele localisaties.,multipel myeloom,0.8781189322471619,1
incisiebiopsie,opruimreactie,0.9482855796813964,1
ip-reactie,reactief,0.8962966203689575,1
naevus naevo cellularis,naevus sebaceus senilis,0.9495495557785034,1
boven kwab long,bovenkwab long,0.9481464624404908,1
a. basilaris,partus normaal,0.8765478134155273,1
a carotis,carotid body,0.8784974217414856,1
ochronosis,culicosis,0.9481982588768004,1
tweeling zwangerschap,tweelingzwangerschap,0.9481650590896606,1
arterie coronair,arteriole,0.948323130607605,1
tbc.,hrm,0.8960450887680054,1
leucokeratose,leucospermie,0.9478749632835388,1
11keer,tenen,0.8705940246582031,1
6keer,endm,0.879794716835022,1
poliepectomie,sympathectomie,0.950464963912964,1
vet embolie,vetembolie,0.9503047466278076,1
m.psoas,dyspl m,0.8839288949966431,1
vin3.,pin iii,0.8922727704048157,1
seborrhoische keratose.,lichen planusachtige keratose,0.9474194645881652,1
multiple system atrofy,multiple system atrophy,0.8688561320304871,1
10keer,teennagel,0.8669822216033936,1
bot biopt,biopt,0.9473370909690856,1
thecoma,agd,0.8930107355117798,1
bot biopt ,biopt,0.9473370909690856,1
5 maal,maal,0.8903239369392395,1
pleura vocht,pleuraholte,0.9473021030426024,1
axonen,axon,0.9504735469818116,1
cysten nier,ehler danlos,0.947290301322937,1
volgt,skelet,0.9002187848091125,1
2 - maal,b cel,0.8692452907562256,1
geen  afwijkingen,zenuwstelsel afwijking,0.9474259614944458,1
contusie haarden,arterie hoofd,0.9494229555130004,1
hartfalen,galsteen,0.9476166367530824,1
boeding,cushing,0.8798032402992249,1
cholesterol granuloom,granulocytose,0.947828471660614,1
sex cord stroma tumor,gonadal stromal tumor,0.9478262662887572,1
pathol-nummer = s05-1,c erb2 negatief,0.8939982056617737,1
"pheochromocytoma,nos",nephronophthisis,0.9494097828865052,1
athero sclerose,voedsel aspiratie,0.9476776719093324,1
retropharyngeaal,laryngectomie,0.9501787424087524,1
papillair fibro-elastoom,maligne sertoli leydigceltumor,0.9502044320106506,1
cute ontsteking,functie,0.8822261691093445,1
m. temporalis,os temporale,0.8823552131652832,1
nier arterie,arterieel,0.948472023010254,1
a femoralis,ulceraties,0.8695714473724365,1
dermatofibroma.,myelomonoblast,0.9475128054618835,1
mammareduktie,naadlekkage,0.9485459923744202,1
chronische rheumatoide arthritis,chronische glomerulonefritis,0.9466196298599244,1
diamacro,dilatatio,0.9441410899162292,1
22 maal,maal,0.9069032669067384,1
frontotemporale dementie.,desquamatieve ontsteking,0.9392289519309998,1
papil necrose,corticale necrose,0.9400392174720764,1
coronairlijden,leydigcel,0.9400384426116944,1
ulceratief,ulceratie,0.9398555755615234,1
hus,pus,0.9397964477539062,1
merkel cel carcinoom,parietaal cel carcinoom,0.93971848487854,1
ilven,seniel,0.9396004676818848,1
ml-bcll,ml b cel,0.9291115403175354,1
clear cell adenoma,tubular adenoma,0.9291685223579408,1
ewingsarcoom,hidradenoom,0.9394482374191284,1
auto-immuunproces,autoimmuun proces,0.9292420744895936,1
pre-auriculair ,palatum durum,0.9295264482498168,1
sepsus,tarsus,0.9393543004989624,1
von meijenburg complex,von meyenburg complex,0.939257025718689,1
"nb ip gebruikte wij vroeger in zmc bij alle nummers met immunoperoxidase reactie (ihc). nu laat ik het weg, was vroeger voor de declaratie van belang",primair cutaan cd8 positief agressief epidermotroop t cel lymfoom,0.9295543432235718,1
haemorroid,immatuur,0.9402035474777222,1
infardt,wervel,0.9391669034957886,1
gram positieve kok,gram positieve bacillen,0.9390493035316468,1
hpv hoogrisico type negatief,teratoom postpubertaal type,0.9389495849609376,1
fibro adenoom,monomorf adenoom,0.9389090538024902,1
pneumoniae,pneumonia,0.9388288855552672,1
caudatum,caecum,0.9387593269348145,1
h elicobacter pylori,mycobacterium avium,0.9386388659477234,1
bijnier-en,bijnieren,0.9385467171669006,1
doodsoorzaak. long,doodsoorzaak,0.9304665327072144,1
myeloma,tularaemie,0.9383151531219482,1
midden oor,bodem mond,0.9305803775787354,1
perifeer,sequester,0.9380928874015808,1
geen tumor cellen,geen tumor,0.9379130601882936,1
casus vervolgen,syndroom van fahr,0.9401111602783204,1
colontransversum,endometrium,0.9402173161506652,1
lymfvat invasie,lymfvat,0.9466140270233154,1
hyperemisch,voldragen,0.927698016166687,1
panelbeoordeling concordant,atheromateuze verandering,0.926970601081848,1
cysteuze veranderingen,georganiseerde thrombus,0.9270063638687134,1
ifl,thenar,0.9271640777587892,1
morbusbowen,hoornparels,0.9416340589523317,1
spindle cell carcinoom,glassy cell carcinoom,0.94135582447052,1
veno occlusive disease,hydatide disease,0.941345751285553,1
keratoacantoma,polymenorrhoea,0.9412450790405272,1
migratiestoornissen,georganiseerd hematoom,0.9273689985275269,1
acuut oedeem,her2neu negatief,0.9410998821258544,1
beenmergsternum,campylobacter,0.9410290718078612,1
pleva,vulva,0.9275864362716676,1
bijt fibroom,caries blijvend gebit,0.9275866150856018,1
chordoma,chorda,0.9409920573234558,1
gd,g d,0.940962851047516,1
post operatieve toestand.,postoperatieve toestand,0.9286702275276184,1
myelolipoma,cricopharynx,0.9409080743789672,1
toxicosis,iritis,0.9277985095977784,1
kin-3,panin 3,0.9278112053871156,1
lactasedeficientie,posthepatitische levercirrose,0.940883457660675,1
micro curettage,curettage,0.9408328533172609,1
von recklinghausen,werdnig hoffmann,0.940817415714264,1
bethesda5,bethesda 5,0.9407432079315186,1
onder kaak,onderkaak,0.9279612302780152,1
leucemie,septicemie,0.9281377792358398,1
geen,teek,0.9284172058105468,1
tunnelcluster,endocervicale tunnelcluster,0.9285482168197632,1
her 2 neu negatief,her2neu negatief,0.940302848815918,1
pseudolymphoma,neoplasma,0.9286404252052308,1
neus-keelholte,bijholte neus,0.9306113719940186,1
psammomabodies,tromboembolie,0.9378969073295592,1
niets ingevoerd,erytropoese rijpingsremming,0.9378364086151124,1
metrorrhagie,hypernefroom,0.935163676738739,1
openbiopt,pipellebiopt,0.9326307773590088,1
acute leukaemie,traumatische ruptuur,0.9326406717300416,1
nec,bot,0.9357818961143494,1
ontstekings rest,ontsteking,0.9357712864875792,1
"hersenen met afwijkingen die passen bij bestaand hebbende hypertensie, met hebben verlopen agonale, globale hypoxie. geen macroscopische infarcten of bloedingen.",geen voor maligniteit verdachte cellen gevonden,0.9355502128601074,1
nagel bed,nagelbed,0.932733416557312,1
fibro-elastose,fibroserende adenose,0.9327479004859924,1
teen1,teen 1,0.9329540729522704,1
mohs,pons,0.9329718947410583,1
cerebro vasculair accident,cerebrovasculair accident,0.9355305433273317,1
angio-sarcoom,metastase kaposi sarcoom,0.933156192302704,1
leukemoide reactie,autoimmuun reactie,0.9353805780410768,1
artritis acuta,artritis,0.950829029083252,1
extrauterine graviditeit,lentigineuze hyperplasie,0.9332823157310486,1
pankreas,pancreas,0.9306272864341736,1
pseudomyxoma,hygroma cysticum,0.933424711227417,1
plasmacel mastitis,blunt duct adenosis,0.9334415197372437,1
cyste rechts,epididymis rechts,0.9349657893180848,1
levercel necrose,coxartrose,0.9335744380950928,1
pulmonaal insufficientie,renale insufficientie,0.9336389899253844,1
pineoblastoma,bronchopulmonaal,0.9337694048881532,1
doods oorzaak,hodgkin sarcoom,0.9348533153533936,1
bij-oortje,bovenkwab,0.9339242577552797,1
necrose haard,morbus cowden,0.9347712397575378,1
atriumhart,atrium hart,0.9340050220489502,1
multipele localisatie,multipele myeloom,0.9346718192100524,1
"sorry, hier kan ik echt niets op bedenken",ckit mutatie niet aanwezig,0.9344425201416016,1
fibro-adenoom,oxyfiel adenoom,0.9345951080322266,1
m. kimmelstiel-wilson,kimmelstiel wilson,0.9325549006462096,1
reechts,rechter,0.9358909130096436,1
non-hodgkinlymfoom.,tweelobbige milt,0.9322977662086488,1
vers stam,spieren,0.9359588623046876,1
stressulcus,hemorroid,0.930675745010376,1
cylindercel veranderingen,atrium fibrilleren,0.9307008385658264,1
. oesophagus,barrett oesophagitis,0.9375817179679872,1
resectievolgens mohs,myelopoiese rechtsverschuiving,0.9375720620155334,1
hart fibrillatie,hartfibrillatie,0.9375412464141846,1
immuun deficientie,folinezuur deficientie,0.9309538006782532,1
genezen tuberculose,tuberculose,0.9371924996376038,1
aneurysmadissecans,dyshaematopoiese,0.9371715784072876,1
knie holte,hamartie,0.9311355352401732,1
carcinoma.,carcinoid,0.9312344193458556,1
angio-invasie,angioinvasie,0.9314249753952026,1
bcel lymfoom,nodulair lymfoom,0.9315418004989624,1
poliep ectomie,trombocytemie,0.9368021488189696,1
tubulovilleusadenoma,melanosarcoom,0.9367886185646056,1
ashy dermatose,iga dermatose,0.9367522597312928,1
leopardsyndroom,adenofibroom,0.9366887211799622,1
adipo necrose,tubulaire necrose,0.9315871000289916,1
thrombo-embolieen,getromboseerde vene,0.9366734623908995,1
irritatie-fibroom,folinezuur deficientie,0.936585545539856,1
pml,hrm,0.9316447377204896,1
l-sil,l e cel,0.9317581057548524,1
onder kwab,onderbuik,0.9321498274803162,1
pancreas staart,thoracale wervel,0.9364326000213624,1
motoneuron disease,granulosa cell tumor,0.9363757371902466,1
vena cava superiorsyndroom,intima arteriewand,0.9321560263633728,1
ramus descendens a.coronaria,ramus descendens arteria coronaria,0.9322275519371032,1
reaktief proces,progesteron preparaat,0.9361591339111328,1
hurthle cel tumor,maligne mestcel tumor,0.9418515563011168,1
leydig cel tumor,dubbele maligne tumor,0.9265981912612916,1
neurogeen,neurogeen sarcoom,0.9419153332710266,1
long stuwing,stuwing,0.917508065700531,1
staphylococ,stafylococ,0.945598840713501,1
sentinelnode procedure,whipple procedure,0.9146477580070496,1
peritonitis en nieren,metastase maligne thymoom,0.9454358816146852,1
friedreichs ataxia,friedreich s ataxia,0.9454158544540404,1
dyshematopoiese,synoviale cyste,0.945381999015808,1
primaire localisatie uterus,tonsilla lingualis,0.9452741742134094,1
slaap streek,slaapstreek,0.9452669024467468,1
cardiacarrest,spinalioom,0.9166159629821776,1
praeauriculair,praematuritas,0.9451647996902466,1
sympaticus,serous cystoma,0.9166854619979858,1
arthrose.,bekkenholte,0.9168782234191896,1
koprostase,kyfoscoliose,0.9171662926673888,1
opticusatrofie,plasmacytoom,0.9450587034225464,1
huidvulva,vaginawand,0.917811930179596,1
hart infarct,infarct,0.9199718832969666,1
kalk depositie,amalgaam depositie,0.9178704023361206,1
gemelliplacenta,arteriosclerose,0.944886326789856,1
rontgen localisatie,veteranenziekte,0.9448813199996948,1
angio invasie,tubo ovariaal,0.9178988337516784,1
beenmergcrista,endometriaal,0.9447752237319946,1
fibrolipoma,cricopharynx,0.9446511268615724,1
sertoli cel only syndroom,caplan syndroom,0.9182506799697876,1
nier insufficientie.,placenta insufficientie,0.918555498123169,1
consultintern,consult overeenstemming,0.9191309213638306,1
neus rug,subcutis rug,0.9194043278694152,1
verlittekening,strengvorming,0.9195604920387268,1
grensvlak-naevus,zwembroek naevus,0.9444848895072936,1
athelectase,osteofyt,0.9444763660430908,1
basaal cell adenoom,ductaal adenoom,0.9456406831741332,1
meckel,skelet,0.9457464814186096,1
pylorus stenose,anus praeter,0.9457833170890808,1
katheter urine,urineflegmone,0.9139317274093628,1
10 maal,maal,0.9071222543716432,1
a hepatica,cataract,0.907243013381958,1
adenocarcinom ain situ,intracanaliculair adenofibroom,0.9465017318725586,1
hoofd bronchus,cyt bronchus,0.907657265663147,1
leversteatosis,angiomatosis,0.94646954536438,1
vvd,v k,0.9097907543182372,1
23 maal,maal,0.9102545380592346,1
bethesda3,bethesda 3,0.9463087916374208,1
8 maal,maal,0.9104676842689514,1
intramusculair myxoma,aneurysma sacculare,0.9462582468986512,1
cardiomyopatie,hemangiomatose,0.9461840391159058,1
"hersenen met status lacunaris (hypertensie), zonder bloedingen of infarcten.",miltlymfoom met villeuze lymfocyten,0.9106985330581664,1
streptokokken infectie,autonome zenuwplexus,0.9107285141944884,1
operatie veranderingen,mamma sparende operatie,0.9112703204154968,1
enteriitis,placentitis,0.9460809826850892,1
mitralis-stenose,metabole stoornis,0.9459792971611024,1
urine-blaas,papilloom urineblaas,0.911714494228363,1
m pectoralis,cervicale lymfklier,0.912001132965088,1
verslag consult extern,organiserende thrombus,0.912766695022583,1
onder arm ,spier hand,0.9130228757858276,1
aorta boog,droog gangreen,0.9130712151527404,1
11 maal,maal,0.9130801558494568,1
m psoas,dyspl m,0.9133552312850952,1
feces,absces,0.9136266112327576,1
a.coronaria,vena coronaria,0.913899540901184,1
spoelcellipoom.,myxolipoom,0.9458191990852356,1
rontgenlokalisatie,galgangproliferatie,0.9457889795303344,1
morbushodgkin,schaamstreek,0.919851779937744,1
papil oedeem,cervicaal merg,0.9443835020065308,1
geentumor,geen resttumor,0.9419204592704772,1
scheen been ,scheen,0.9423936605453492,1
serose,coecum,0.942964255809784,1
pseudo-artrose,pseudoartrose,0.9236164093017578,1
degeneratieve veranderingen.,verslijmende degeneratie,0.9236280918121338,1
metastasen grawitz tumor,buschke loewenstein tumor,0.9238620400428772,1
trisomie21,trisomie 21,0.9428829550743104,1
superior,complement,0.9238851070404052,1
placenta villus,villitis placentae,0.9241122603416444,1
warthintumor,haemopericard,0.9426170587539672,1
chromosomale afwijkingen,middenoor chronische ontsteking,0.9245263338088988,1
subependymoma,appendicitis subacuta,0.9425918459892272,1
grensvlak nevus,grensvlaknaevus,0.9424988031387328,1
atheroom cyste,atheroom,0.9424386024475098,1
sperma granuloom,cartilago thyroidea,0.9424380660057068,1
polycytaemia vera,polycythemia vera,0.924735426902771,1
glioma,gliose,0.9442317485809326,1
oude infarcten,infarcten,0.9423121213912964,1
dna negatief,rna negatief,0.9422212839126588,1
geen polymorf,polymorfie,0.924929141998291,1
dunnedarm ,colonwand,0.9420595169067384,1
m. rectus abdominis,musculus rectus abdominis,0.9251117706298828,1
pneumokokken,megakaryocyten,0.92511785030365,1
ventrikel septum,ventrikelseptum,0.9419851899147034,1
m.hodgkin,hodgkin,0.925429344177246,1
alfa-1-antitrypsinedeficientie,alfa 1 antitrypsine deficientie,0.925502061843872,1
mitralis ring,randsinus placenta,0.9256110787391664,1
diverticulosis.,reticulosis,0.925772786140442,1
mineralisatie stoornis,lactatie stoornis,0.9419808983802797,1
linksrechts onbekend,afwijkende cellen,0.9263232946395874,1
cardiamaag,naadlekkage,0.943004846572876,1
hydrocefalie,hydranencefalie,0.943060040473938,1
cirrhose.,dieulafoy,0.9230562448501588,1
overgevoeligheids reactie,hurthlecelmetaplasie,0.9430980682373048,1
carcinoom in situ.,carcinoma in situ,0.944222927093506,1
cel arm,falanx hand,0.9202672243118286,1
hematothorax.,haematothorax,0.920326054096222,1
lower nefron nefrose,subdurale bloeding,0.920520544052124,1
